Exercício: 2022
Período: 6o. bimestre
Escopo: Capitais
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";2287844,58
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";1631179,06
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";4170525,59
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";26525262,2
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";17685708,38
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";8839553,82
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";5540595,00
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";83640229,93
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";38659796,37
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";17970101,08
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";4700708,01
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";3155,98
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";12314,55
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";11220776,75
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";11073377,19
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";404137,94
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";27814382,4
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";2477457,48
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";22668,98
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";13045212,42
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";12269043,52
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";123988049,71
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"(-) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF)  (IV)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais";1500000,00
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";122488049,71
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";122488049,71
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";108589903,05
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";16229641,5
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";3294294,06
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";8671931,63
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";979294,37
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";2673409,48
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";610711,96
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";3563310,34
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";2351346,32
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";2268766,53
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";82579,79
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";1080250,55
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";85036393,00
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";45824531,39
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";16786124,78
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";3641528,89
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";15176,49
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";12524,21
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";12539514,13
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";6216993,11
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";328961,34
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";13052745,82
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";1542250,54
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";8638,95
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";-1754120,71
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";13255977,04
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";95537157,23
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";95537157,23
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-8>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";95537157,23
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";145965969,74
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";22015262,27
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";4186045,76
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";8875471,22
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";808392,35
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";7549449,52
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";595903,42
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";8280603,87
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";12616480,65
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";12197443,7
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";419036,95
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";1353665,9
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";101309416,64
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";50975218,25
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";20281484,8
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";4034040,1
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Cota-Parte do ITR";"siconfi-cor_RREO3CotaParteDoITR";2953,12
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";6658,38
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";14111727,86
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";11897334,13
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";390540,41
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";28564264,27
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";6586306,24
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";15475,4
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";6902411,85
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";15060070,78
Prefeitura Municipal de Rio Branco - AC;1200401;AC;419452;"<MR-7>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";117401705,47
