Exercício: 2022
Período: 1o. bimestre
Escopo: Capitais
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";16192545,96
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";44131414,86
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";4495689,89
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";946875,72
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";23938319,37
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";15211228,03
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";1450890,21
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";22051602,96
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";3444025,99
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";290746,65
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";5148721,89
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";13168108,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";216681895,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";216681895,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";216681895,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";184529817,67
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";61767628,06
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";4507925,94
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";40979526,54
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";4415084,59
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";7595522,98
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";4269568,01
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";5185392,62
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";11969277,27
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";11476571,3
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";492705,97
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";160655,32
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";103638014,97
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";16928079,83
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";46828681,49
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";5156589,8
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";1072999,83
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";17873334,36
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";15778329,66
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";1808849,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";27896351,66
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";3417687,03
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";292703,73
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";10188472,5
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";13997488,4
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";156633466,01
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";156633466,01
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";156633466,01
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";165139221,85
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";46916102,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";2720021,48
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";30719916,68
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";5988142,39
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";4818216,17
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";2669805,71
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";8325101,95
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";10839177,98
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";10472923,12
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";366254,86
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";167294,93
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";97570647,08
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";20345221,00
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";41950940,36
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";2398038,79
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";931135,28
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";15327323,28
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";16617988,37
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";1320897,48
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";27990000,56
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";6274430,19
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";35331,97
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";8555064,02
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";13125174,38
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";137149221,29
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";137149221,29
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";137149221,29
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";171530347,08
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";58229210,51
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";2939523,64
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";41046338,54
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";6357308,47
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";4819418,88
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";3066620,98
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";8135860,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";4205272,93
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";3515791,74
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";689481,19
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";160391,62
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";99522415,63
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";17595457,04
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";46968257,92
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";2893488,06
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";971354,36
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";19163162,05
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";11930696,2
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";1277195,96
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";21194950,1
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";6370307,96
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";3607,15
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";1134755,09
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";13686279,9
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";150335396,98
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"(-) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF)  (IV)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais";367000,00
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";149968396,98
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-8>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";149968396,98
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";186551458,04
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";62731869,02
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";4310521,06
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"ISS";"siconfi-cor_ISSLiquidoExcetoTransferenciasEFUNDEB";44139297,25
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"ITBI";"siconfi-cor_ITBILiquidoExcetoTransferenciasEFUNDEB";6215479,56
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";4196671,65
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";3869899,5
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";8123326,81
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";-7101996,53
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";-7659336,64
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";557340,11
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";183642,92
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";120834716,06
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Cota-Parte do FPM";"siconfi-cor_RREO3CotaParteDoFPM";24042104,97
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Cota-Parte do ICMS";"siconfi-cor_RREO3CotaParteDoICMS";50856978,33
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Cota-Parte do IPVA";"siconfi-cor_RREO3CotaParteDoIPVA";12446064,55
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";1051932,04
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";20145630,88
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";12292005,29
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";1779899,76
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";11490020,61
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";6282429,91
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";3709,81
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";-10736071,76
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";15939952,65
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";175061437,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"(-) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF)  (IV)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais";200000,00
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";174861437,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-7>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";174861437,43
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-6>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";236445436,83
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-6>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";68245086,01
Prefeitura Municipal de Vitória - ES;3205309;ES;369534;"<MR-6>";"IPTU";"siconfi-cor_IPTULiquidoExcetoTransferenciasEFUNDEB";3873536,78
